average_rate_per_night,bedrooms_count,city,date_of_listing,description,latitude,longitude,title,url
$40 ,1,San Antonio,12-Dec,"This unique private guest room at the Gold House offers the amenities of home in a city full of things to do! The entire downstairs living room, kitchen, and dining area is open to guests. Come on down to SA town and experience Texan hospitality for yourself!\n\nPlease note: there is a second guest room at the Gold house, so if this listing is booked, do check with me to see if the second room is available! Thanks for your interest!\n\n\nCute House:\nIt's a private room upstairs with a full bed, small desk, walk-in closet, Ironing Board, and en suite bathroom. The window has a nice view of the back yard and wooded easement. The back yard is large with a little garden in the back. The kitchen was recently renovated with nice granite counter tops and new appliances. Also, there is a brand new running/hiking trail one mile away. Parking is safe and free in the form of my driveway.\n\nMore than Two People? No problem:\nThere is a second guestroom in the loft with a full bed that can be reserved via my other listing. http://airbnb.com/rooms/826725\n\nBreakfast/Snacks:\nThe living room/dining room/patio/kitchen are all fair game for guests. Breakfast is provided by way of oatmeal and any items found on the counter (Hot tea and coffee too). \n\nFour-Legged Friends: \nI do have two wonderful dogs (lab and husky), but don't worry they aren't allowed upstairs. They stay outside during the day, and sleep in their beds downstairs at night. They are both full of sugar - but if you have a fear of dogs then this place is not for you(URL HIDDEN)\nLocation:\nIt is literally right next to a brand new grocery store but you wouldn't know it from the back yard. It is 10-15 minutes from La Cantera - the gorgeous outdoor shopping mall. As well as Six Flags Fiesta Texas and UTSA. It is 5-10 minutes from the medical center area where all the hospitals are. It is 3 miles from IH-10, which is the main highway to get to downtown where the Riverwalk is (about 20 minutes by car). Airport - about 15-20 minutes away.\n\n\nThings to look up for your trip regardless of whether you choose the Gold House for your stay (we want you to have fun!):\n\nIn San Antonio...\n- The Riverwalk \n- Market Square\n- The Spanish Missions (Includes the Alamo of course...you can rent bikes to explore all of them!)\n- Six Flags Fiesta Texas Theme Park\n- Sea World Theme Park\n- Morgan's Wonderland (Special Needs Theme Park)\n- San Antonio Botanical Gardens\n- San Antonio Zoo\n\nWithin an Hour of San Antonio...\n- Schlitterbahn Water Park (Amazing rides, Bring Food, and Free Parking)\n- Natural Bridge Caverns (wondrous caves to stay cool)\n- Natural Bridge Wildlife Ranch (African Safari Texas Style)\n- Gruene, Texas (adorable hill country town with shopping and tubing on the river)\n\n\nThe entire downstairs!\n\nSafe neighborhood - within walking distance to a grocery store!\n\nBus stop is about a 10 minute walk from the front door.\n\nCheckout is more flexible if there are no guests arriving the same night you're leaving.",29.52542189,-98.60656678,Private Rm/Bath @ the Gold House!,https://www.airbnb.com/rooms/1284796?location=Brazos%20River%2C%20TX
$85 ,2,Abilene,13-Jul,Our little home near downtown Abilene is a place of hospitality and gathering for many. We invite you to join us for good conversation and a peaceful place to spend an evening!,32.45932687,-99.73201648,"Good food, a garden, & a comfy bed!",https://www.airbnb.com/rooms/1360966?location=Cisco%2C%20TX
$195 ,2,Clifton,14-Sep,"A beautiful house on 10 acres with woodland paths. 2 bedrooms, 2 bathrooms, and a small upstairs area with 2 sleeping areas (more suitable for kids). There is nice deck space, a bbq grill, and a fire pit.",31.74026539,-97.55502249,Beautiful house in the Country,https://www.airbnb.com/rooms/4171320?location=Clifton%2C%20TX
$35 ,1,Katy,16-Aug,"My place is close to public transport,I-10 interstate highway, parks,bike trail,public library,major restaurants and fast food places, energy corridor, specialty retailer mall, major hospitals and major retailers. You’ll love my place because of the location. My place is good for business travelers.",29.76481827,-95.73556473,Private rooms in family home centrally located,https://www.airbnb.com/rooms/14454104?location=Cinco%20Ranch%2C%20TX
$49 ,1,Conroe,16-Apr,"Steven's Lair is a 4 room B &amp; B located 6 miles from The Woodlands Mall and the twin office towers of ExxonMobil Hughes Landing. We're not typical frou-frou. Rather we are welcoming, comfortable, and practical. Our vibe leans suitably business masculine, then we stirred in a little fun. Stephen’s Lair is part Bed &amp; Breakfast Inn, part health club, part Grandma's house, and a dash of spending the night on the couch in your buddy’s man cave. Take a look, we just might be your kind of place.",30.21786909,-95.42788742,"Steven's Lair B&B, The Woodlands, Sailing Guest Rm",https://www.airbnb.com/rooms/17304779?location=Cleveland%2C%20TX
$300 ,4,Houston,15-Jul,"Spacious 3500 sq ft two story home on a 13,000 sq ft lot with private swimming pool and spa. Perfect home setting for being away from home. Large living room with fireplace, kitchen with breakfast table area, formal dining room, study room with desk, 4 up-stairs bedrooms with large walk-in closet space for suitcases and clothes, two large double-sink-double-vanity bathrooms with tub and shower, up-stair game room/sitting area and personal gym. Incredible value compared to hotels.\n\nThe Kitchen\n\nFully stocked kitchen with microwave, oven, gas range, all pots, pans, utensils, mugs, cups, wine glasses, openers, tea kettle, coffee maker, coffee, tea, baking sheets....this kitchen has everything you need to prepare big meals at home, and of course an outdoor grill.\n\nOutdoor/Yard Space\n\nLarge fully fenced yard with swimming pool and spa. Upstairs and downstairs shaded backyard patios with outdoor furniture on both levels.\n\nAir B&amp;B will unlock or reveal our exact address after your booking is finalized or closer to your stay – it is kept private for security purposes prior to that.\n\nYou'll have the whole home, yard and pool to yourself, with wireless internet and gas barbecue grill.\n\nPlease provide us with a general time of your arrival – check-in is after 4 PM unless other arrangements are made.\n\nWe meet with the guest upon check-in and for any needed assistance during your stay.\n\nWalk-through of home with guests is done only after reservation is confirmed and on the day of check-in and on check-out. Guest who confirmed reservation must be present.\n\nLocated just off I-10E and Beltway 8 North (Sam Houston Parkway) The New Forest subdivision is surrounded with restaurants, education opportunities, entertainment venues, shopping and more. \nSeveral bars, restaurants, and coffee shops are less than 5 minutes walking/driving away. A detailed listing will be provided to you upon check-in.\n\nGuests will need to provide for their own transportation as there is no public transit in this area.\n\nOther places to go in Houston:\n\nWhether its business or entertainment, Houston has everything you need to stay busy or just relax. The distance of the home to key spots are as follows:\nDowntown Houston-17.1 miles\nToyota Center-17.9 miles\nDiscovery Green Park-16.3 miles \nGeorge R. Brown Convention Center-16.1 miles \nMinute Maid Park-15.9 miles\nBBVA Compass Stadium-16 miles\nDowntown Aquarium-17.2 miles\nMuseum District-19.1 miles\nHouston Zoo-20.4 miles\nMedical Center Area-21.8 miles \nHouston Galleria-25.4 miles\nReliant Stadium-23.9 miles\nHobby Airport (HOU)-19.1 miles\nHouston Intercontinental (IAH) Airport-20.2 miles \nGalveston-53.8 miles\nSpace Center Houston-26.9 miles\nKemah Broadwalk-25.7 miles\n\nStarting April 27, 2017 to May 5, 2017 a 10% discount will be offered.",29.81022873,-95.16967031,Plantation Glen Park Dr. Oasis,https://www.airbnb.com/rooms/7549200?location=Beach%20City%2C%20TX
$30 ,1,Round Rock,14-Oct,"My place is close to activities and the airport. You’ll love my place because of the neighborhood, the outdoors space, and the kitchen. My place is good for business travelers. Whether you are here on contract, traveling nurse or for an extended vacation.",30.54834057,-97.60498939,Comfy and Clean Paradise,https://www.airbnb.com/rooms/13968418?location=Coupland%2C%20TX
"$1,600 ",3,Houston,17-Jan,"3 Bed 1 Bath home, great location for Super Bowl 2017. 6 miles from the Downtown Houston, &amp; 10 miles away from the NRG stadium. Wifi included and pets welcomed.",29.81082365,-95.28567328,YOUR SPACIOUS STAY FOR SUPER BOWL 51,https://www.airbnb.com/rooms/16815231?location=Channelview%2C%20TX
$99 ,1,Boerne,13-Nov,"Nestled outside Boerne city limits, the downstairs king room in this Italian inspired home welcomes guests who want a quiet and private place to stay after your fun time in the Texas Hill Country. 5 min to downtown Boerne, 15 to Comfort and 40 to Fredericksburg-RIVERWALK 45 minutes. No CLEANING FEE, NO DEPOSIT and Gourmet breakfast each morning.",29.83758863,-98.75453174,Villa in the Oaks- private Ensuite with King Bed,https://www.airbnb.com/rooms/4476131?location=Center%20Point%2C%20TX
$599 ,3,San Antonio,12-Feb,"Huge home by in San Antonio's most luxurious neighborhood! Right down the street are some of San Antonio's most amazing restaurants, bars, clubs &amp; shops! Only 8$ cab from downtown, restaurants, &amp; bars.\nAll essentials are included and FREE!",29.48838374,-98.444213,"5 Star Vacation Home w/ Pool, Fireplace, Billiards",https://www.airbnb.com/rooms/16067921?location=Cibolo%2C%20TX
$469 ,4,Port Aransas,16-May,"Large, multi-level home 4 bedrooms and 3.5 bath. Two large common areas, big dining room, and gourmet kitchen. Beautiful deck and backyard with sand box for small children. Well furnished and appointed. Washer/Dryer. Great for large groups. Port Aransas Short-Term Rental #270309.",27.81324328,-97.07179496,Spacious Beach House,https://www.airbnb.com/rooms/13012107?location=Corpus%20Christi%2C%20TX
$200 ,3,Temple,17-Mar,3 BED 2 BATH HOME ON 1/2 ACRE LOT WITH POOL AND GAME ROOM. CLOSE TO BELTON LAKE AND TEMPLE SHOPPING.,31.10396578,-97.44525194,HOME NEAR BELTON LAKE,https://www.airbnb.com/rooms/17813234?location=Bell%20County%2C%20TX
$70 ,1,San Antonio,16-Dec,"My beautiful apartment is conveniently \n\nlocated near the shops at La Cantera, \n\nThe Rim, I-10 and 1604. 20 minutes from \n\nthe Riverwalk.\n\nThe place comes with amenities such as: \n\nSmart TV, Wi-Fi, Cups, bowls, plates, \n\nSilverware, and utensils to cook with. \n\nHas a cute patio with a beautiful view of \n\nthe sunset. Equiped with Vivint Smart \n\ndoor lock and Alarm for ease of entry.",29.57623226,-98.60136903,Luxury Top-Floor Apartment 3 miles from La Cantera,https://www.airbnb.com/rooms/17679405?location=Bulverde%2C%20TX
$279 ,5,Sugar Land,16-Sep,"Beautiful 2 story home in Sugarland gated community. Great access to highways, just a 20 min drive to downtown Houston. Large back yard are with pool, great for entertaining.",29.65977054,-95.64806531,Beautiful 4 Bedroom Home With Pool in Sugarland,https://www.airbnb.com/rooms/16122366?location=Beasley%2C%20TX
"$1,500 ",6,College Station,16-Jul,"Short walk to TAMU Kyle Field. Hear the crowd roar outside in the pool. Beautiful 6 bedroom, 4 1/2 bathroom home a block from A&amp;M. Large entertainment area with game room. Two king beds, two queens, 1 double-shares room with 1 king-perfect for family, two twins, and one room with single bed. There are also two twin fold out ottomans in the large family room .Historic area. Discount available for multiple game bookings. $3,000 a weekend with half stay deposit plus $200 cleaning fee.",30.61005517,-96.33111861,Large House in Historic District,https://www.airbnb.com/rooms/13901362?location=Bryan%2C%20TX
$30 ,1,Irving,15-Oct,"1 room for rent in my house which located in in Irving near Dallas. 10 minutes from DFW airport, 15 minutes from Lovefield Airport and 15 minutes from downtown Dallas. Family friendly house which could be your home away from home.",32.85074573,-96.98889558,Private room - 10 mins from DFW,https://www.airbnb.com/rooms/16617621?location=Bedford%2C%20TX
$400 ,3,San Antonio,14-Dec,"This cozy furnished house designed by world renown Architect Jose Luis Ezquerra is located inside a small gated community! The perfect spot for shopping, relaxing, dinning, golfing, and more! Sleeps 8 and has 3 bedrooms with 3 full bathrooms",29.58181665,-98.44024234,GORGEOUS MEDITERRANEAN HOUSE!,https://www.airbnb.com/rooms/4736937?location=Converse%2C%20TX
$90 ,0,Houston,15-Jul,"This light and spacious midcentury building has been remodeled into a contemporary live/work space close to downtown, the medical center, the museum district and light rail. Third Ward is an historic neighborhood in transition.",29.73053131,-95.36952978,Hip Midcentury 0 in Third Ward,https://www.airbnb.com/rooms/12141785?location=Bellaire%2C%20TX
$50 ,1,Arlington,17-Apr,"Conveniently located to major highways. 15 minutes from Six Flags, Cowboys and Rangers stadium. Multiple restaurants and grocery stores within minutes ftom home.\n\nQuiet area.",32.61141995,-97.11025891,Comfortable Room in Quiet Home,https://www.airbnb.com/rooms/18133764?location=Cedar%20Hill%2C%20TX
$45 ,1,Houston,15-Sep,"Cozy one bedroom ensuite with attached bathroom. Laundry room and kitchen available. Perfect location for US MLES students. Super comfortable memory foam bed. Quick access to I-45, Hardy Toll Road and The Woodlands. 10 minutes to Bush IAH.",29.98790215,-95.40261181,Hotel Quality Ensuite Near IAH,https://www.airbnb.com/rooms/8568693?location=Conroe%2C%20TX
$229 ,3,Arlington,17-Jan,"Our home is close to AT&amp;T Stadium, Rangers Ballpark, Six Flags, Restaurants, Bars and Shopping. You are able to walk to Cowboys Stadium &amp; Rangers Ballpark and save on parking costs! We are right in the middle of Dallas and Fort Worth and it is easy to access the metroplex from our home. You’ll enjoy our newly updated home with three cozy bedrooms, a spacious kitchen and open concept living area.",32.7540377,-97.09147291,Newly Updated and Walking Distance to Stadiums!,https://www.airbnb.com/rooms/16666648?location=Bedford%2C%20TX
